id,text,sentiment,
11438,sala police garibko petma laat haniss thukka police,Abusive,
16825,interviewm mai nacooli asu oh my god nice actting,Non Abusive,
21825,hapsi chor des xod,Abusive,
20884,yo chor haruko taharama bul dozer chalaunai parcha,Abusive,
14469,interview mai kasto attitude vayerw boleko jasto lagyo hai sis j cha tesmai khusi hunu top ma pugyo vanerw kasai ko sath naxoddnu hai sis....,Non Abusive,
11632,interview lenye manche pani channel lye educated ra ramro bolna aaunye lai lena paryo k ani nepali youtube channel ko headline herdai wak wak aancha akdam cheap headline,Non Abusive,
20445,deena le garda ayush out vako ho !! bitter truth 🙏,Abusive,
16154,tiktock sathi paxi aafu kukkurni pathi vayex,Non Abusive,
31957,sher sunar need to go asap,Non Abusive,
10100,goli han nishedh sir mg sukum savi rey bhadama room dinxan mg,Abusive,
27819,samsad ko talab vatta half garer covid 19 ka lagi dinu parcha. khoker matra hunn,Abusive,
18863,"aru desh le chalayera falne plane lai dent paint ra repair garera lyauxan yaha madrchod neta ra laude sarkar le anumati dinchan chalauna testo plane, madrchod kaile valo hudaina neta haru ko.🥺😢",Abusive,
27000,fck gorvment public ko paisa ludna matri awxa thuk gorvment no helping to poor people only doing baned long time,Abusive,
15113,"nirmala ko kura garnu hunxa hajur pahile nirmalai justice dinuhos ho hajurrr, who the fuck is she?",Abusive,
10919,aalu jasto channel ramro sanga agadi front page ma lekhne gara. k lekheko too bhagyo re. chutiya banaux yr yo chutiya channel le. block ko option vaya block garna hunthoo,Non Abusive,
12937,janata le satye ho vani raheka chan. ani sudip yo satya hoina maile 5000 matra mareko ho. he publicly admitted that he murderd those people. this guy should be punished,Non Abusive,
11998,nepal ko police lai t goli haner marnu parx,Abusive,
12187,kip le sakne vo party 😮,Non Abusive,
19703,kasto question haw sobit regmi ko xi stupid question,Non Abusive,
31667,hijada ko anuhaar dekhyo k riss uthxa arko kura yo flop heroine le english boleko patakkai suhayana,Abusive,
24348,rokka is so arrogant and stupid in this episode 🤬 do support prem geet 3,Abusive,
16957,tro bau le vanyo ..yesto ramro meeting vako xa khate ki title tukka jhole chanel,Abusive,
27309,dipika ko over comfidenc khatam,Non Abusive,
18073,6ka hos tw muji ...............,Abusive,
24502,yesto choor doctor lai turunt hospital bata turunt nekalnu parcha yesto doctar le rro kam garla thuckka,Abusive,
11233,yo khate le khali ktm lai matra bikash garxu vanxa npl khali ktm matra hora..,Abusive,
25787,dum xa vani gaerw vidna tw kapil k thula guff hanxas tw ni chorna aako xas,Abusive,
10196,shashwat sir i rlly respect ew 🙏 sir dubai jana ko galti x kta la man lagunjel aafu sng rakhni aba alapatra parna tw vyann nih 😢,Non Abusive,
19934,1mahina m 29din maet bse ko rakhax m vay kuter xodthey.,Abusive,
10009,bichari amalai bhulako bhulai garera yo gar tyo gar bhanera bachalai marna ko lagi testo papi haru please god kill all those criminals 🙏😭🙏😭..kasto nirdai kasari marna sakeko hola kasto hola 🙏😭🙄,Non Abusive,
31749,"yo vaisi ko flim hernu hudaina aja dekhi ,kickout",Abusive,
14209,no mcc dallal netaharu lai janta ley thegan laune bhela aaya ko cha kulman ghising jasto beckti yo desh lai khacho cha,Abusive,
13505,dipa vaisi ko movie lai boycott garnu parx,Non Abusive,
31888,sala khate kampani banda gar kut*aharu,Abusive,
11859,aba harek nepali movie loverle india ko system like bycutt garnu parxa yo singh ko santan kheleko har movie ko,Non Abusive,
14701,"ye machikne tikaram, mahesh gunda lai refer garera answer nakhojna yo respected tv show ma.",Abusive,
12974,chutiya prayas gaire nepotism 👎️,Abusive,
24841,yo subedi k tal ko manxe ho yrr 😅🤣,Non Abusive,
18811,ghoda ko phool ko rastrabadi. raw ka agent haru,Abusive,
14440,dosi y0 ni ho,Non Abusive,
13337,swastika sunar is a bitch 😂,Abusive,
21050,bichara garib nepalilai looteko cha england le.talab ma pani racism cha ra post ma pani.,Abusive,
15710,teslai christian hudha ama hernu pardain vanera kasle vanex paapi,Abusive,
17043,maya ko result death ho......😡,Non Abusive,
24417,k bhaneko sano mistake mr ankit ? bolna aaudaina ? ta thulo mistake k ho ? 2 mahina arko manche sanga rat bitaunu sana mistake ho ? bhane thulo mistake k ho ankit ? bolna sika first after lookforword to your carrier!!!,Non Abusive,
25647,any kaji daiko kura sahi ho respect each and everyone religion ..and that abhisik shit person doesn’t know about religion tolerance..,Non Abusive,
16786,kako razaram kako ........😜,Non Abusive,
19598,neta ka kukur mg jhole haru 👎️👎️👎️,Abusive,
12896,thukkka tw kt bhaluni.....sabai cheliko ijet falis.h...thukka ali kati maya layana ful jasto xoriko royara k paiuxasss khukkka bhalu,Abusive,
20527,aama lai ni ysari nai maranu prane papini bichar nani ko k dosh 😭 rip,Abusive,
14537,first time nepali film world wide release vyera aafno desh ko pahichaan ra nepali film industry ko game changer film lai swayam nepal ley nai saath na diye paxi nepali film industry ksri grow grxa,Non Abusive,
21688,soni sharma is great 🙏 prativa sali chutiya harami go back india desh nikala nagare yastale desh dubauxan,Non Abusive,
15856,nepal tukraune prayas gardai xa dolloree saala 👊,Abusive,
20945,"gaurav lai laat hanau.., laxman lai vote halau.❤️",Abusive,
23973,jashle mcc van cha tyo sabai desh drohi ho. testalai desh nikala garnu par cha.,Abusive,
24915,nawl bastola rw bhuwn chor.,Abusive,
12888,xixixixixixixixixi yo mata herata khai yo mata haina yo peykulli ho,Abusive,
19299,ta bikhari la garda maro fb id yudyo 😠,Abusive,
19114,jhuto kura boldaixa sayed,Non Abusive,
19683,he furkin selfish ...,Abusive,
12916,"please throw away dipika gaire to india from nepal ,nepal ko language nepali ho.n dipika gaire jyu nepal ko language hindi kahile dekhi bhayo ...geeta chowdhary jyu u r 100% right ..",Abusive,
13561,hajur kai shree mati hindi ma dance gareko going ra haha,Non Abusive,
14802,ramro. vayo. ta. kati. tiha. man6e. dubera. mar6. kati. ko. gyan. gako. 6.sukera.bug.bug.dhulo.udos.man6e.matra.mar6 🤔🙄🤣,Non Abusive,
14082,prachhande chor hawa bolxa,Abusive,
18477,yo lai india tira lakhet sarkar modi ko dhoti dhoyer khanxe,Abusive,
22592,hoina ko kety ho yo bekuf women sakal na surat highlight hune aako,Abusive,
27359,padhera kei hunna deshko maya huna parcha... hawa manche... timi bhanda badhi padheka chan bk le.. .. so u could be agent also... media lai kinne paisa henten ta sponcer bhaihalcha..media is a dirty busieness.. jolle paisa pelyo usko gudgaan.. thukka mainstream media..... i have a strong doubt on u kid...,Abusive,
27748,totally a disgusting speech by sabita pangeni,Non Abusive,
22251,aba yehi dance indian reality show ma vako vaye kati dammi vandai hertyeu..nepalma chai kina yeti dherai negativity 😢,Non Abusive,
13138,tyo radako xora is epic 🤣,Abusive,
26751,nepal ma mental health lai serious lidainan kasaile pani..... media.family and others also.🙃,Non Abusive,
22843,timipani selfish nai bhayera aayeu last maa,Non Abusive,
16609,🍺 association ho yo ? war association.,Non Abusive,
27111,vuban katwal lai bahiskar gar film industry bata,Non Abusive,
12473,khate gautam des bechuwa engineer,Abusive,
27296,sale chor daka dalal lutera jhole lai faci de.,Abusive,
25602,ra churi furi nagar bauli jasto,Abusive,
19177,hat khuta vcher rqkhnuparne..testo chornilai,Abusive,
18286,haha 😜 nautngi vairal hune idea,Non Abusive,
21783,mero lado bhanos j sukai balmatlab,Abusive,
15984,kam ta ramro garnu bhayo daju but patrakar bhayara english bolna aaune rahenachha bicharalae hahahahhahahahahhahhahaha,Non Abusive,
31289,tika is getting bored pandey ko hawa kura bata !,Non Abusive,
14853,aafno uneducated sasura buwa snag fon ma english boleko vaneko sunda sarai rish uthyo..garib vaner hepeko yashle. aile roko natak garchh.,Abusive,
27968,kasto makeup gareko pura dekheko x natural makeup po garnu parx yaar anyway voice ramro x,Non Abusive,
11066,hawa journalist gaurav gautam,Non Abusive,
20819,nepal police le yesto case ma ghus khayerw chup bsxa,Non Abusive,
21616,sala kukur.. sir yo kukur lai jiudai marnu par6. good jobs diuja sir,Abusive,
16456,ronit uncle leh kasto naramro snga manage garnu vako. naramro lagyo. jhan dherai pragati huncha vanera hope garethey . kasto golmaal vairacha jhan. paila yesto kura kaile suniyena. paila ko board adhachya ko hola. miss you. 😔,Non Abusive,
17747,yo khate dlip buban ko chamcham ho..i don't like him anymore.,Abusive,
24530,rape mero hoina timro vako ho it's not my problem- malika subba,Abusive,
13221,"etro dollars kasari xiryota nepal ma? 🤔 🤔 🤔 🤔 border, airport not secure",Non Abusive,
27719,go back india sushma panta .,Non Abusive,
12308,"yo bastola le ramro manche ko kaile support garena. govinda bohara, nitesh lamichane, kulman ghising, ganesh pangeni kasalai dekhi sahena. ekdum negative mind vako manche.",Non Abusive,
13774,yesto harami yo priyana lai knockout from nepal,Abusive,
22414,some officer doesn’t look happy aba garlau man pari bardi ko dhaak ma,Non Abusive,
26399,aaja bata aba dancing star heridaina 🥺,Non Abusive,
18965,yo sop flim flop garnw khojii raako xan sobit dae paxi na padhnu hola ✊️,Non Abusive,
19901,manabtaa harayo sr hero heroin banna khojekaa holan randikaa xoraxoriharu kasaiko navako phone machkineharu thanks i salute u,Abusive,
26331,salay chor gonna ghadda,Abusive,
20738,he abujh kharel .nplma already aafnai vasama xta.indiamapo hindima doubt garekota.taki nplko film pani sabaile bujhun .,Non Abusive,
10237,yo aaimai k nataki parale roki pyrang pryang dinuprne 😡,Non Abusive,
26667,"nipesh karmacharya le chahan6 usko chora jaslai acting ko a audaina wu baheak sabai destroy hunn.. they both r right, adhip damala guwachi patrakar..",Abusive,
11046,kaput sale man parthyo aba totally unfollow,Abusive,
22373,teu chornilai 1 poka gu khuwai dinuni 😐,Abusive,
17264,mug le khoi helmet lagako,Abusive,
10054,lamo jasto bhunkc out less mental pagal hoj ✡️🥞,Abusive,
23076,pranesh is so right. nepali ko purano rog: khutta tanne!,Non Abusive,
14788,2 n 3 akai sal release garda ali milena yr,Non Abusive,
17713,yo jan papi ho.,Abusive,
17056,totally drama kina yesto samma garna sakxan kt haru jo galti bata umkina simple kura nagarerw direct blame garne jo sanga alikati laaj samma pani dekhinna yo tw pratinidhi patra matrai ho,Non Abusive,
19159,2+2=7 ho mugi guu bob,Abusive,
27776,tyeslai nai lagnuni corona 🤬,Non Abusive,
27923,yo lute le aaja voli kasto boring interview liyako.utsav sang sik interview linalai???aafu hasna matra auxas kya ho??,Non Abusive,
16973,chor k p. lawar murdabat .,Abusive,
26565,bhalu randy k ko sambhodhan,Abusive,
14234,chorharule des sakne vaye koi ta aau bachau,Abusive,
23301,yo nakharmauli ko interview k hernu. film industries ma hate lagne heroin.....👎,Non Abusive,
15641,ekdam jadiyaaa hoooo paila bata coz i knew him as well doshi ho ya hoina tyo ek thauma cha tara jadiya chai 100% hooooo,Abusive,
19894,yesta mg comedian laii questionsodhera keii kam xaina,Abusive,
26663,raju singh politics bata ako ho so raju singh chor nai ho,Abusive,
20124,yo valu ni lai pani kanya jaali fataunu raher rahexan kya hw?,Abusive,
15282,galti keta ko xa yeha sb vandha,Non Abusive,
14898,yo kati batho baneko ho dherai boldo raix nonsense pokhara international airport ko manxe just shut up your mouth,Abusive,
16207,toh anmol ayush ko ma matrai khlxa baccho,Non Abusive,
19533,sala kaput ghar beti,Abusive,
27821,yo mug ko ho feri pgll halu mattroii xn mug halu,Abusive,
15640,desh bechuwa ra jyanmara vanda ta k . p singh 100 × talent xa.,Abusive,
13919,khate damala muji. justice for pal shah,Abusive,
31654,"dhiraj ra bhagwati ko jiu tah dance ko lagi banekai haina ki k ho? kahile nachna thaalney ho yo duita? btw, it was funny to see dhiraj laughing over bhagwati, aafno dance herdaina ki kya ho youtube ma 🤣",Non Abusive,
17464,"ujjwal jii, k ho para? aafu media ma huda rajniti lai gali garney ani aafu rajniti ma huda media lai gali??",Non Abusive,
19123,27 28 yrs rey lmo hawa bolirax 1 file aafuly huley jasto x 🧐,Non Abusive,
22625,aaba sabai jana yei business garna tarfa laagxan veda jasto,Non Abusive,
19509,hait kati samma cheat garna sakeko hola 😀 bichr,Non Abusive,
19609,"literally , alita mam biased hai to vhima, dance garna khasai naaune team dhiraj sir lae chai jaile kind of full score dinxa alita mamle , but esto khatra team lae 9 , its totally unfair.",Non Abusive,
22610,paisa paisa paisa kati paisa ko kura garyeko yar auta interview nepa ma chaina. hola paisa na bhani kana interview sakiyekow mujiw lutuwssw,Abusive,
27337,driverle vaneko ramro kura ho..first use ppe..problem is doctor ho...doctor lae karbai garnu parxa sarkar..👊,Non Abusive,
31561,questions sodne treka chae vaynw la daju ..ja jasto vaya ne respect all actress/actor's,Non Abusive,
10905,tyo toori politics ko dam ley head vako ho...acting le hoina...,Non Abusive,
23312,man x bullet chadni paisa vani saikel kinna pani xaina mero khappar,Non Abusive,
31300,not satisfy .. should be binisha,Non Abusive,
18660,"plane ma huda local bus jasto tharkinxa, ani audit garera k ukhaalxan bajiya haru.",Non Abusive,
13838,yo army ko ex chief ra bahal wala chief police ko chief haru sab go to hell...,Abusive,
23594,army ya police nepal charo tarf boder khol kala pani lipu lekh khayo arko des ko nirbhar bse7 pchhi arko des le khan chh ma out post khol,Non Abusive,
15557,nirmal dhamla rip rip rip rip rip,Abusive,
13439,flop show .. nepali bheda haru,Abusive,
17417,yo kto lai kasta hanna man xa,Abusive,
23439,teu chorle kin mukha xopnu layeko duniyale heros na chinos,Abusive,
19586,"highly hypocrite !!! kaam ta testai ho .., bhusan sir hajur ko interview pattern alik change garnu paryo .. political shit level bujhera and shit politician lai bujhera q&a hunu paryo !!!",Non Abusive,
17186,interview with guru goru thapaliya,Non Abusive,
18645,dai vai kati sapot juwe lai good work 👍 yo kt lai tauko jolla ma ju jolla. ma garnu parne rx,Non Abusive,
10750,😂 live music chai samjhine.. lypsnc ho yo 😂,Non Abusive,
16497,yesto machikney haru lai vote gara vana nepal hell ma huncha so please vote for manish panday.,Abusive,
16067,yo rashmi pagalni kera thulo vako english bolera.khib oversmart,Non Abusive,
31116,mahango ho ki sasto ho re lol..choice of word thik xaina yo suddo ko,Non Abusive,
23275,tiktok mah chak hallaune fucchi haru yeta hera. boys loves innocent girls.,Abusive,
25783,ayushman is a bit boring. hyatta.,Non Abusive,
12793,"kukur ley 20000 ko biscuit khancha ray,ani khana jogi bhako yo pagal.",Abusive,
10532,youtube ma delo post hudo raixa video uff,Non Abusive,
22400,yo ghar ago lagera dhost haus,Non Abusive,
10851,news24 lai unsubscribe gardeya maile ta,Abusive,
18510,yo mathu ho rajesh sir yesko kura na sunnu hoss plz sir,Non Abusive,
25373,baini yesto kukur lai chahi interveiw nadeu please please please please please lpease pleased,Abusive,
14859,"jhutri ko scarp ma pani kiss kiss kiss 💋 panting , thukka 😡",Abusive,
14014,asto valu lie ne k ko ijet xhee,Abusive,
22591,ɴᴀʜᴀʟɴᴜ ʜᴀᴍɪ ᴀʀᴜ ɴᴀɪ ғɪʟᴍ ʜᴇʀxᴜ ᴛᴇʏᴏ ʜᴇʀɴᴀ ᴍᴀɴ ɴɪ xᴀɪɴ 🤫,Non Abusive,
26924,gyannedra sir lai thanks ! yini bidesi dalal chor neta lai corana le lagawos ! mcc pass nahunko laagi,Non Abusive,
19494,"nepal telecom ko staff ko office ma kaam nai chaina ,pahilaya ghar ghar ma landline hunthyo ahilaya sabai mobile phone ma,telecom ma bill tirna ko jani,govt sanga paisa chaina staff lai dina,staff ghatauna thau ma nautanki,bidesh bata phone lyako nachalna ra....naya nepal...", Non Abusive,
21093,nepal ko kt haru ko muji ma khorsani pisera halnu parnay 🌶️🌶️🌶️🌶️,Abusive,
19344,taro kam 6ina khata mc,Abusive,
27363,chor dalal mcc ko,Abusive,
12961,nepal ma j pani garna sakinxa power bayasi fuck the rule and police,Abusive,
15238,chor lutne hospital lai sadhaiko lagi aago lagayera banda gardiye thik hunx n private hospital ko doctors harulai corona lagerara mareni hunx,Abusive,
13591,please guys unsubscribe news24 channel .😡 ghat garyo anish dai lai,Non Abusive,
20431,kun paji ho feri dislike garni man napare nahere vo ni yr ..,Non Abusive,
12369,"malai aru kei vannu xoinw bt,hotel ko interview maah kinw testo thado boleko malai last dukhi banayo uffs 💔",Non Abusive,
10524,yo loottantra almost failure vo. .......,Non Abusive,
24031,yesto chor neta lai vote magna aaud.a dobii ii hannu parxa,Abusive,
25853,npl sarkar rip rip rip,Abusive,
17725,bichari paisako lob ma fasiyo,Non Abusive,
26810,kapil ji tapai 8 fail ani tapaile jasko interview linu vairacha uha masters in structural engineering pass gareko manche jun subject sansar kai hard subject ma parcha....ani raj sanga mukh lagera huncha???,Non Abusive,
11259,renasha alik over nai hune nmbr dina over smart samjhinxa afule afulai,Non Abusive,
25522,we nepali people are like uneducated person kati boleko yo dd badi boleko k bidi kina bahira niseko tw yrr 😂😠😡,Abusive,
14792,slc paxi 10 class re wtf,Abusive,
25258,milena tero bau bola ya,Abusive,
10234,jadiya jhut bolxas ajai,Abusive,
19858,muji bike mahango kinerw k garxas.,Abusive,
17950,nepali cops khatey ho,Abusive,
17535,interview dina bela ta phone off garda hunxa ne sanju la,Non Abusive,
18605,yo khate viral hunako lagi aako 😂,Abusive,
22963,"bk question garcha , answer nai saknu didaina. comedian reporter",Non Abusive,
14415,anish sir ko movie 🎥 harda 🤣 has nai uthara aauxa ..... bollywood ma 80ts 90 ko movie pani thekai xa vfx pani bhuvan ko ka hoo ....haudi,Non Abusive,
22068,"yo dhongi ho, nepali ko taal herera ni aachamma lagxa. stop making stupid people famous, go through for effective news.",Abusive,
19576,hajur lai dhatero k kam xa r,Non Abusive,
11778,fool thing about ajay is that nothing was right before him in kathmandu melachiko pani pani chaidaina which is impractical thinking maybe people talk in this way when he is not fully aware and experienced of what they are doing.,Non Abusive,
18517,asta ko gharma koi ni najanu hoola plizz xixix ghu tero ghara xixi0,Non Abusive,
20737,ghaatukatideu fataahaa lawyers and advocate haruko,Abusive,
17610,paisa firta garnu parxa vanera naram speech dindai xa goat’s le,Non Abusive,
13975,priti lucky girl jo jiban sathi program ma 2 patak diff. buda haru sangaaa kura garna paune.. ( sayed new record),Non Abusive,
10260,jasarini yeslaai boli out gari haal.thukka mug.diliplaai kati garo banayo..,Abusive,
25136,boka dekhiyo mathilo jugale 😂,Abusive,
25194,yo kara kram bn garo yr yo reshe ko face haro ke resh autxa 😡,Non Abusive,
11192,mero ni pokhara sirjanachok sbi bank ko atm bata poisa harako xa bt 2mahina ma firta hunxa vaneko maneger ly aaj 10-11mahina vyo aako xoina ulto risauxa plz yo comments pugos pokhara ko sirjanachok sbi bank ko staff samu 🙏,Non Abusive,
16360,hakim dai lai ignore garidyo yr...jasle beginning dekhi samjhayo bujhayo saath diyo uslai nai ignore waah...was not expected from umesh...,Non Abusive,
18249,i think sabin also opposite with sanjeev. sabin trying to negative of sanjeev. be careful with sabin damala.,Non Abusive,
22795,thukka k show ho ysto deserving candidate lai paisa ko chalkhel garera out grdine 🤮,Abusive,
13180,naag saaag haina people yo kingcobra ho..group of stupids,Abusive,
17150,nepal ko domestic ✈️plane 3rd class ko hunxa….😏,Abusive,
17592,yeo saugat lyy patan ko mental hospital ma aajiban varna gari halaooo ...🤬😡🤬,Non Abusive,
15542,aba huda huda select hunelai ni interview.teso ta aba sabai lai bolaunu paryo aile samma 15 20jana.select vayo hola.sabai lai ek ek jana gari bolaunu paryo.stupied show..,Non Abusive,
26819,yo aangkaji mareko din party dinxu sabailai.,Abusive,
17349,no lecture must be bhate karbhahi quickly,Non Abusive,
20640,ysto pida poni ksto khalko manxe mahila vorw mahila lai bujdain ..thuka,Abusive,
20982,eni hru 3rd gender hru haina vnya i m shocked if i m not wrong 🤨,Abusive,
22378,yesto lai ni dance vanxa ya dance xaina romance matra xa what a nonsense xiiii 😫🤮,Non Abusive,
25152,tyo budiko mukh ma tw kira parxa hola yrr,Abusive,
26554,haha goru ko anuhar pareko surya bohara mero ghar ko kukur sale mero ghu. khana aije sale mother fucker talai abo janata le jaha vete tehi hanxan abo herdai ja sale kutta,Abusive,
23900,bhuvan sunar lai kata anmol lai rajesh ly paxarxa vanni vako xa tyoi vyrw ysto gardai xa,Non Abusive,
31260,chutiya channel add narakheni paisa kamaihalxa ni radiko baan channel 15:13 minute ko video ma terima tokney ota add machiney dallal,Abusive,
27558,so angry samisha 🤣😂 number one ☝️ heroine nabhanda! program mai najane re. man nadukhaune re kasaiko. uff ! short temper!,Non Abusive,
18879,yasle pakai pani ghus khako xa,Non Abusive,
20235,xee aafno shree mati dekhako. over stile.,Non Abusive,
16343,"ah pagal suresh , yo kasari hindi movie vayo? nepal ko director/producer le banako xa",Abusive,
14414,"mo india bato, india mai jonmo voko,tara eti jealous india ma dekhin dena ek orka ma, srip nepal mai hudo roixa, oni dekhin xa poni, mota prem geet3 hernu ready ticket poni book voi soko. nepal ma chei ek orka lai bujne kosis gora",Abusive,
31498,"this woman is really mad and samiksha already told: jasmine ojha, force me to come in her office to give false evidence against kshitiz shah.",Abusive,
31419,ae khate kina edit garera post garxas ha teso ho vane kina interview linu bolayeko dr phuyal sir lai,Abusive,
17957,yo sali ankita chaudhary randi lai nepal border katauna parxa seema g you are absurdity right,Abusive,
15164,mantri ko jawaf tick bhayena,Non Abusive,
24327,sab jut bolirako x ee papika santanle,Non Abusive,
17443,90000 pounds equals 12650172 tesai 3 crore re 😏 hawa,Non Abusive,
13536,ahiley post ma pugesi birsiyex prayas le,Non Abusive,
19985,prime times lai mero advice...musical instruments pani rakhnu paro raj sir ...yo bejati hoin rw....euta artist le mbl ko piano use garnu parne geet gauna 🎹 jay nepal 🙏🇳🇵,Non Abusive,
12406,xexe yo mula gue bhoteko k interview lerako yo mula media la,Abusive,
11803,abo aru sab actresses jalerw mornii vay,Non Abusive,
19723,vnxn ni pap dhuri baat karaux last vet vyo papi manxe,Non Abusive,
14932,barsa dijju dherai dalmot nakhau la.. u looking much fat than before ☹️,Non Abusive,
27312,chitwan ko dsp gu khany raixa chor sale,Abusive,
19739,ruchi shrestha is stupid woman,Abusive,
11017,safal banned byakti ko ho kasto jeeddi rahexa,Non Abusive,
25357,mara mc haru ramro,Abusive,
14383,lendup dorje kai santan raixa ... 🤮,Non Abusive,
15567,yo ko khatini ho yesko interview kinaw leko nitesh sir,Non Abusive,
31813,bro hjr lai salam 6 but yasato woman ko var hudena plz hosiyar vayar basanu hjr ko wifi hjr ko like chai 6eena,Non Abusive,
11885,ta papi ni marnu parcha. don’t worry about your son . euta budi lae sukhaa dina nasakne le aafno chora lae kaile ni khusi dina sakdaina. yo papi lae chodnu huna. justice for sabita bhandari 😢🙏,Abusive,
12229,judges uthekai var ma dina parne huda ta team kamal lai dina parne haina ra aja performance of the day?? unfair again!!! idk why summima is so much unappreciated! sad!!,Non Abusive,
26283,katei waha ko thosro family vayeko ho ki ...... bichara pidit aanti 😭 cadei satye tathye sunnu pau,Non Abusive,
22770,yo sab racial discrimination ko karanle ho .... bloody fucking politics,Abusive,
26878,jhapali harami pani hunx last ani comedy pani garxan nice,Abusive,
24116,main problem is puspakamal dalal. not dahal a f.... dalal of f...... india.,Abusive,
15343,yetro ne gardena bihey..bihey garyo arka lai sajilo.....hosh pugyo hjr single basxu chill ma,Non Abusive,
18334,kasto khalo interviewer ho? habituated ko meaning pani thahchaina. shocked!!,Non Abusive,
23512,interview liney para ramro lageyna,Non Abusive,
13891,machine budho death nabech,Abusive,
24324,renisa ko comment ramro chhain no like renisa,Non Abusive,
22983,tero bauko islam i hate you & your rules ok,Abusive,
15299,ina did overacting next week out hos 🤬 but feel soo sorry for denish okheda 😔,Non Abusive,
17215,jumla ko manay jakgt vadur rawat khate kukur,Abusive,
11236,singh g gym jana xadya jasto xa pet lagay xata,Non Abusive,
19331,yasto k t lai bolayara k gareko mandal sir xiixix yasto 3rd k t lai bolayar afnai program ko beijat garera toit,Abusive,
16410,ekaraj won but our motherland nepal lost,Non Abusive,
17593,raju k c lai bycutt grna prx,Non Abusive,
10358,tyo dhoti mula lai 2/4 boxing dinu parne ho,Abusive,
13361,yo pagal ho viral huna maan lagex,Abusive,
13224,sakxas vane danthe wine factory banda garayara dekha dum xa vane,Non Abusive,
16699,"ojha alik educated bhayera aija bolne dhanga chhaina uncivilized respected media ma bolne shaili tei ho? educated advocate sanga lagical takkar garna knowledge chahinchha, alik sikera aija ani bahas gar",Non Abusive,
12894,omg kati sem jhut boleko kti le bichar be strong 💪,Non Abusive,
31740,resi ji lai pani jail halnu parxa wife ra resi sir ko age dreffrent,Non Abusive,
24146,laxman ra ankita team fully tomorrow out...100%,Non Abusive,
11656,yo general manager le nepali ramrosang bolna jandain k ho,Non Abusive,
13936,yo muji le ni kehi ukhadni wala xaina i'm a kathmandu resident but i'm not going to vote him 💯,Abusive,
31896,yo kt khatam xe 😭,Abusive,
16910,ladies host ko kam xina,Non Abusive,
22675,ktm only isn't nepal (bikash decentralised hunu paryo) sadhai bhari ktm ktm kina garnu paryo,Non Abusive,
13839,yo kt ko ho good is good bad is bad yo kt lea money khayako xa ngo bata,Non Abusive,
14323,yo rato shirt lagaune lai mero fela parnu parne rahe6,Non Abusive,
21361,🙏 you brother but dadeldhura ko janata chai veda hun vanne prove,Abusive,
14492,sala chutiya type ko reporter xa yr,Abusive,
13080,mantri jasto prithviko bhaar aajasamma koi dekhiena shame on you 😡,Abusive,
13075,jasto interview liney patrakar testai neta 😂,Non Abusive,
18670,manish kharel tapai lai interview linuparxa ani kinna kinna bich bichma kinna pyatcha boleko kina bolna nadeko !! please take some treanning for journal and make it more profession!!! best wishes for babita baniya ❤,Non Abusive,
12853,arjun ji question sodn tarikabhayena seems like joker is this patrakarita such a joker,Non Abusive,
24483,rip ap1hd live dinu pardain,Abusive,
23912,pawan gurung goo kha sala kafar katar sala aarkhako partyko gadima gayer todfod gracxa sala hami sit gran sala mukabila,Abusive,
26473,yo social network le pani barbad nai banyo ba,Non Abusive,
16653,hahaha ..euta not lagauna birsiyo re ...what a joke,Non Abusive,
20459,akley khee garna sakdaina beenasaport no point scared and run aklay,Non Abusive,
13511,ketako mn khysi xaina,Non Abusive,
13083,aslai pani kundin esthapit le bitaidinxa sali,Abusive,
25732,aaj dekhi dancing star nepal herdina,Non Abusive,
24293,aafno paisa jati boke pani k vo..yrrr..police le dollar dekheko ni paile choti hola,Non Abusive,
22846,j paye tehi boldini yll saiko channel 🤣,Non Abusive,
26704,raja badi murda bad,Abusive,
25490,yes pali lila ba utano pltinxa,Non Abusive,
25676,yo chikne polish haru pani goru ho,Abusive,
10941,sale police aur garn saikdan tyi,Abusive,
31550,be strong dd kukur haru bhukdaima khi hudainau hamixu be strongs,Abusive,
12845,yo party sarty hatau yr desh bau ho fuck any party,Abusive,
31803,mc khate kapil karmacharya rip and anmol karmacharya rip,Abusive,
19023,very good khusi lagyo congratulitions all of you gurung ko xoro ho sida daya baya voki gurung vedha hunxa . ra aruko pariwarlai engineer banaune lai chai kada vanda kada karbai hos .tq. from middle east.,Abusive,
15501,sale khate haru. nepaliharu yesarinai janxan ekdin sano sano kurama jhagra garera. hindi ma release garekoma film bidesi bhayo wooow what a fucking knowledge......,Abusive,
20685,arre yo news reporter lai dimag xaina jasto lagyo ....he wants to win anyhow,Abusive,
31979,rip jasmin sale khateni,Abusive,
12592,yasto mula yamaleko pradesh samsad ra sachetak ho ki vastrachari ra gulami garne danab ho yo phataha. u are real hero gyanedra sir great job .,Abusive,
20628,bichar baini kasto papi manxe yasto budi xora budi aama lai yasari ruwayar hidne 😭,Non Abusive,
25314,yo lang lyang garne xakka jasto xata,Abusive,
26436,yo show teti ramro lagena performance is not good,Non Abusive,
10076,bilku bilkull xornai hudaina yesta vip maphiya haru lai,Abusive,
18066,surya subedi out of sensible questions.. lol….,Non Abusive,
24983,real talent out huda maja vana??,Non Abusive,
